n, k, kPlace, ok
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,true
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,true
13,8,8,false
13,8,8,false
13,8,8,false
13,8,8,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,true
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,9,9,false
13,10,10,true
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,true
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,9,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,true
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,10,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,9,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,11,false
13,11,10,false
13,12,11,false
13,12,10,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,10,false
13,12,11,false
13,12,11,false
13,12,10,false
13,12,10,false
13,12,12,false
13,12,10,false
13,12,10,false
13,12,10,false
13,12,11,false
13,12,10,false
13,12,11,false
13,12,12,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,10,false
13,12,10,false
13,12,12,false
13,12,12,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,9,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,12,false
13,12,10,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,11,false
13,12,10,false
13,12,11,false
13,12,11,false
13,12,12,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,11,false
13,12,10,false
13,12,11,false
13,12,10,false
13,12,10,false
13,12,11,false
13,12,12,false
13,12,12,false
13,12,10,false
13,12,12,false
13,12,11,false
13,13,10,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,12,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,10,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,13,true
13,13,10,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,12,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,10,false
13,13,12,false
13,13,12,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,12,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,11,false
13,13,10,false
13,13,11,false
13,13,12,false
13,13,10,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,11,false
13,13,12,false
13,13,11,false
13,13,11,false
13,13,11,false
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,1,1,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,2,2,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,3,3,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,4,4,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,true
14,5,5,false
14,5,5,true
14,5,5,true
14,5,5,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,false
14,6,6,true
14,6,6,false
14,6,6,true
14,7,7,true
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,true
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,false
14,7,7,true
14,7,7,true
14,7,7,false
14,7,7,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,true
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,8,8,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,true
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,9,9,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,true
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,true
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,10,10,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,true
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,false
14,11,11,true
14,11,11,false
14,11,11,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,11,false
14,12,11,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,12,12,false
14,13,12,false
14,13,13,false
14,13,11,false
14,13,11,false
14,13,12,false
14,13,13,false
14,13,12,false
14,13,13,false
14,13,12,false
14,13,12,false
14,13,12,false
14,13,12,false
14,13,13,false
14,13,13,false
14,13,12,false
14,13,11,false
14,13,12,false
14,13,13,false
14,13,12,false
14,13,12,false
14,13,11,false
14,13,13,false
14,13,13,false
14,13,12,false
14,13,10,false
14,13,12,false
14,13,12,false
14,13,12,false
14,13,12,false
14,13,12,false
